,emotion,voc_channel,modality,intensity,actors,phrase,path
1912,angry,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-05-02-01-01-11.wav
1913,angry,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-05-02-01-02-11.wav
1914,angry,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-05-02-02-01-11.wav
1915,angry,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-05-02-02-02-11.wav
1916,fearful,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-01-01-01-11.wav
1917,fearful,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-01-01-02-11.wav
1918,fearful,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-01-02-01-11.wav
1919,fearful,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-01-02-02-11.wav
1920,fearful,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-02-01-01-11.wav
1921,fearful,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-02-01-02-11.wav
1922,fearful,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-02-02-01-11.wav
1923,fearful,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_11\03-02-06-02-02-02-11.wav
1924,neutral,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-01-01-01-01-12.wav
1925,neutral,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-01-01-01-02-12.wav
1926,neutral,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-01-01-02-01-12.wav
1927,neutral,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-01-01-02-02-12.wav
1928,calm,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-01-01-01-12.wav
1929,calm,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-01-01-02-12.wav
1930,calm,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-01-02-01-12.wav
1931,calm,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-01-02-02-12.wav
1932,calm,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-02-01-01-12.wav
1933,calm,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-02-01-02-12.wav
1934,calm,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-02-02-01-12.wav
1935,calm,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-02-02-02-02-12.wav
1936,happy,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-01-01-01-12.wav
1937,happy,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-01-01-02-12.wav
1938,happy,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-01-02-01-12.wav
1939,happy,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-01-02-02-12.wav
1940,happy,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-02-01-01-12.wav
1941,happy,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-02-01-02-12.wav
1942,happy,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-02-02-01-12.wav
1943,happy,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-03-02-02-02-12.wav
1944,sad,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-01-01-01-12.wav
1945,sad,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-01-01-02-12.wav
1946,sad,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-01-02-01-12.wav
1947,sad,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-01-02-02-12.wav
1948,sad,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-02-01-01-12.wav
1949,sad,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-02-01-02-12.wav
1950,sad,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-02-02-01-12.wav
1951,sad,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-04-02-02-02-12.wav
1952,angry,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-01-01-01-12.wav
1953,angry,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-01-01-02-12.wav
1954,angry,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-01-02-01-12.wav
1955,angry,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-01-02-02-12.wav
1956,angry,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-02-01-01-12.wav
1957,angry,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-02-01-02-12.wav
1958,angry,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-02-02-01-12.wav
1959,angry,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-05-02-02-02-12.wav
1960,fearful,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-01-01-01-12.wav
1961,fearful,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-01-01-02-12.wav
1962,fearful,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-01-02-01-12.wav
1963,fearful,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-01-02-02-12.wav
1964,fearful,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-02-01-01-12.wav
1965,fearful,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-02-01-02-12.wav
1966,fearful,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-02-02-01-12.wav
1967,fearful,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_12\03-02-06-02-02-02-12.wav
1968,neutral,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-01-01-01-01-13.wav
1969,neutral,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-01-01-01-02-13.wav
1970,neutral,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-01-01-02-01-13.wav
1971,neutral,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-01-01-02-02-13.wav
1972,calm,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-01-01-01-13.wav
1973,calm,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-01-01-02-13.wav
1974,calm,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-01-02-01-13.wav
1975,calm,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-01-02-02-13.wav
1976,calm,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-02-01-01-13.wav
1977,calm,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-02-01-02-13.wav
1978,calm,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-02-02-01-13.wav
1979,calm,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-02-02-02-02-13.wav
1980,happy,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-01-01-01-13.wav
1981,happy,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-01-01-02-13.wav
1982,happy,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-01-02-01-13.wav
1983,happy,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-01-02-02-13.wav
1984,happy,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-02-01-01-13.wav
1985,happy,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-02-01-02-13.wav
1986,happy,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-02-02-01-13.wav
1987,happy,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-03-02-02-02-13.wav
1988,sad,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-01-01-01-13.wav
1989,sad,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-01-01-02-13.wav
1990,sad,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-01-02-01-13.wav
1991,sad,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-01-02-02-13.wav
1992,sad,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-02-01-01-13.wav
1993,sad,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-02-01-02-13.wav
1994,sad,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-02-02-01-13.wav
1995,sad,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-04-02-02-02-13.wav
1996,angry,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-01-01-01-13.wav
1997,angry,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-01-01-02-13.wav
1998,angry,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-01-02-01-13.wav
1999,angry,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-01-02-02-13.wav
2000,angry,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-02-01-01-13.wav
2001,angry,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-02-01-02-13.wav
2002,angry,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-02-02-01-13.wav
2003,angry,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-05-02-02-02-13.wav
2004,fearful,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-01-01-01-13.wav
2005,fearful,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-01-01-02-13.wav
2006,fearful,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-01-02-01-13.wav
2007,fearful,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-01-02-02-13.wav
2008,fearful,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-02-01-01-13.wav
2009,fearful,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-02-01-02-13.wav
2010,fearful,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-02-02-01-13.wav
2011,fearful,song,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_13\03-02-06-02-02-02-13.wav
2012,neutral,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-01-01-01-01-14.wav
2013,neutral,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-01-01-01-02-14.wav
2014,neutral,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-01-01-02-01-14.wav
2015,neutral,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-01-01-02-02-14.wav
2016,calm,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-01-01-01-14.wav
2017,calm,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-01-01-02-14.wav
2018,calm,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-01-02-01-14.wav
2019,calm,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-01-02-02-14.wav
2020,calm,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-02-01-01-14.wav
2021,calm,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-02-01-02-14.wav
2022,calm,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-02-02-01-14.wav
2023,calm,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-02-02-02-02-14.wav
2024,happy,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-01-01-01-14.wav
2025,happy,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-01-01-02-14.wav
2026,happy,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-01-02-01-14.wav
2027,happy,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-01-02-02-14.wav
2028,happy,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-02-01-01-14.wav
2029,happy,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-02-01-02-14.wav
2030,happy,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-02-02-01-14.wav
2031,happy,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-03-02-02-02-14.wav
2032,sad,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-01-01-01-14.wav
2033,sad,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-01-01-02-14.wav
2034,sad,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-01-02-01-14.wav
2035,sad,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-01-02-02-14.wav
2036,sad,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-02-01-01-14.wav
2037,sad,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-02-01-02-14.wav
2038,sad,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-02-02-01-14.wav
2039,sad,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-04-02-02-02-14.wav
2040,angry,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-01-01-01-14.wav
2041,angry,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-01-01-02-14.wav
2042,angry,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-01-02-01-14.wav
2043,angry,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-01-02-02-14.wav
2044,angry,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-02-01-01-14.wav
2045,angry,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-02-01-02-14.wav
2046,angry,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-02-02-01-14.wav
2047,angry,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-05-02-02-02-14.wav
2048,fearful,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-01-01-01-14.wav
2049,fearful,song,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-01-01-02-14.wav
2050,fearful,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-01-02-01-14.wav
2051,fearful,song,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-01-02-02-14.wav
2052,fearful,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-02-01-01-14.wav
2053,fearful,song,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-02-01-02-14.wav
2054,fearful,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-02-02-01-14.wav
2055,fearful,song,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_14\03-02-06-02-02-02-14.wav
2056,neutral,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-01-01-01-01-15.wav
2057,neutral,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-01-01-01-02-15.wav
2058,neutral,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-01-01-02-01-15.wav
2059,neutral,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-01-01-02-02-15.wav
2060,calm,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-01-01-01-15.wav
2061,calm,song,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-01-01-02-15.wav
2062,calm,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-01-02-01-15.wav
2063,calm,song,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-01-02-02-15.wav
2064,calm,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-02-01-01-15.wav
2065,calm,song,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data-songs\Actor_15\03-02-02-02-01-02-15.wav
